,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Observation ID,Date,Time,Troop,Observers,Location,Latitude ,Longitude,Rain Type,Land Use,Temperature,Cloud Cover,Wind,Wilderness,Den Type,Park Habitat,Troop Number,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant third,Identifiable Individuals,Number sick,Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,Urine,Anal Gland Secr.,Comments,Mix,Troop Name,Split,Columna1,Columna2,Columna3,Columna4
,KUBU210417,21-Apr-17,11:06,KUBU,"Lena, Kabelo",Between reception and garage Bakwena lodge,17.79428,25.2349,No Rain,Lodge,-,99,No,Slightly degraded,Building Material,Capparis tomentosa shrub,15,No,30,5+,,,,BM36616; BM38216; BM30315,-,-,-,-,-,-,-,-,Female breast-feeding 3 pups ,,,,,,,
,FOR210417,21-Apr-17,11:45,FOR,"Lena, Kabelo",Behind Department of Tourism, -17.801987,25.148571,No Rain,Urban,-,95,Yes,Slightly degraded,-,-,21,No,-,16,,,,BM40117,-,-,-,-,-,-,-,-,"Troop looks healthy, run into bush",,,,,,,
,CSL240417,24-Apr-17,11:07,CSL,"Lena, Kabelo",In bush next to main entrance,-17.79431,25.23489,No Rain,Lodge,-,100,No,Slightly degraded,-,-,18,No,10,9+,,,,BM41317  ,-,-,-,-,-,-,-,-,"indivudula with collar beld, one pup left behind when troop run away",,,,,,,
,PLAT240417,24-Apr-17,11:56,PLAT,"Lena, Kabelo",Left from watertank,17.80168,25.15749,No Rain,Undeveloped,-,100,No,Heavily degraded,-,-,24,Yes,1,3+,,,,BM41817; BM41717,-,-,-,-,-,-,-,-,Lying on each other warming up in open space,,,,,,,
,WDL240417,24-Apr-17,12:29,WDL,"Lena, Kabelo",In backyard of house with walls ,17.81073,25.15588,No Rain,Urban,-,100,No,Buildings,-,-,-,No,-,-,,,,BM41917,-,-,-,-,-,-,-,-,"PLOT 826, oposite African Sunset Guest Hous, not seen but strong signal from backyard of house with walls",,,,,,,
,CCH240417,24-Apr-17,13:00,CCH,"Lena, Kabelo",In bush in front of dining room of lodge,17.82777,25.13663,No Rain,National Park,-,100,No,Pristine,-,Gallery Forest,-,-,-,-,,,,,-,-,-,-,-,-,-,-,SW from GPS point,,,,,,,
,CSL020517,2-May-17,9:20,CSL,"Lena, Kabelo",Bus stop front of New Apostolic Church run to CSL, -17.80648,25.14877,No Rain,Undeveloped,-,0,Yes,Slightly degraded,-,Capparis tomentosa shrub,22,No,-,14,,,,BM37716  ,-,-,-,-,-,-,-,-,"We don´t have the receiver, one with Radio collar",,,,,,,
,FOR020517,2-May-17,9:45,FOR,"Lena, Kabelo",Moving from behind Tourism to Migration,-17.80649,25.14877,No Rain,Urban,-,0,Yes,Buildings,-,-,15,No,15,3,,,,-,-,-,-,-,-,-,-,-,No signs of Tb; red collar with Left green has no match,,,,,,,
,LIB020517,2-May-17,10:00,LIB,"Lena, Kabelo",Pinck house,-17.80649,25.14877,No Rain,Urban,-,0,Yes,Buildings,-,-,13,No,150,13,,,,BM40617; BM29415,-,-,-,-,-,-,-,-,"Left one pupe behind, went to get it later.",,,,,,,
,KUBU020517,2-May-17,17:00,KUBU,"Lena, Kabelo",Crossinf streat from Aliboats (Kazungula) next to BTC anthena,-17.80649,25.14877,No Rain,Urban,-,30,Yes,Buildings,-,-,23,Yes,-,11,,,,BM36616  ,-,-,-,-,-,-,-,-,"Individual hurt in right hand, individual with RC and no ear tag (BM35716 or BM30315?)",,,,,,,
,LIB040517,4-May-17,9:52,LIB,"LP, PM, NG",,-17.79845,25.15334,No Rain,Urban,-,0,Yes,Buildings,-,-,16,No,-,7,,,,BM29415; BM40617,-,-,-,-,-,-,-,-,Seems healthy,,,,,,,
,KUBU040517,4-May-17,12:10,KUBU,"LP, PM, NG",Next to Kazungula Water Treatment Plant,-17.80012,25.23121,No Rain,Undeveloped,-,,Yes,Slightly degraded,-,-,,,-,-,,,,-,-,-,-,-,-,-,-,-,Not seen but strong signal ( from bush NE from GPS point),,,,,,,
,MOW040517,4-May-17,16:10,MOW,"LP, PM  ",Running outside around Flame of Africa Workshop (In Mowana Lodge),-17.78187,25.16168,No Rain,Lodge,-,0,No,Slightly degraded,-,-,23,No,-,4,,,,BM33616; BM41117,1,2,Slim and no hair in tail,-,-,-,-,-,BM33616 is slim and has no hair on tail. Saw individual with RC but could not identify ear tag,,,,,,,
,KUBU040517-b,4-May-17,17:00,KUBU,"LP, PM  ",Running acros main road from Kazungula Water treatmetn Plant to Bofinet (big anthena),-17.79875,25.22977,No Rain,Undeveloped,-,0,No,Buildings,-,-,26,Yes,,8,,,,,-,-,-,2,Adult with right leg and one juvenili with rihgt hand,,-,-,"Unidentified individual with L red eartag, two individual with RC  could not identify ear tags",,,,,,,
,PLAT050517,5-May-17,8:20,PLAT,"LP, PM, NG",Between houses next to Water Tanks,-17.80094,25.15786,No Rain,Urban,-,0,No,Buildings,-,-,-,-,-,-,,,,BM41717  ,-,-,-,-,-,-,-,-,"BM41717 dead bitten by dog, last time seen alive PLAT240417. Aparently dead since yesterday (strong signal but could not found her) Necropsy ID: 41017",,,,,,,
,WA050517,5-May-17,9:00,WA,"LP, PM, NG",,-17.7956,25.15883,No Rain,Residential,-,0,No,Buildings,-,-,8,No,,,,,,BM40017,1,4,swollen face and slim,,,,,,Individual with RC and no ear tag. All mongoose seem sick.,,,,,,,
,LIB050517,5-May-17,9:18,LIB,"LP, PM, NG","In House # CHDC/KS/7, front of Ministry of minerals, water and energy resources",-17.79881,25.15173,No Rain,Urban,-,0,No,Buildings,-,-,12,Yes,15,5,,,,BM40617; BM29415,,,,,,1,,,Feces is from Breastfeeding female. ,,,,,,,
,FOR050517,5-May-17,10:30,FOR,"LP, PM, NG",Trash house at hospital,-17.80132,25.15018,No Rain,Urban,-,0,No,Buildings,-,-,10,No,8,4,,,,BM40117,2,3,"One adult with swollen nose, other adlut with wather eyes",1,"Female adult with left white eye (cataract, ulcer?)",,,,May den there?,,,,,,,
,SEF050517,5-May-17,11:30,SEF,"LP, PM, NG",In bush behind Sefalana,-17.78943,25.18113,No Rain,Undeveloped,-,0,No,Slightly degraded,-,-,,,,,,,,,-,-,-,-,-,-,-,-,"In bush, strong signal BM35916",,,,,,,
,WDL050517,5-May-17,12:30,WDL,"LP, PM",Front of African Sunset Guest House,-17.80953,25.15667,No Rain,Residential,-,40,No,Heavily degraded,-,-,21,Yes,15,6,,,,BM41917,-,-,-,-,-,-,-,-,"Looks healthy, less shy than usual ",,,,,,,
,CSL050517,5-May-17,15:35,CSL,"LP, PM, G",at entrance of lodge,-17.807,25.14684,No Rain,Lodge,-,30,No,Slightly degraded,-,-,16,No,20,8,,,,BM41317; BM38416; BM37416,-,-,-,-,-,-,-,-,"Looks healthy, lot of pups",,,,,,,
,CCH050517,5-May-17,16:07,CCH,"LP, PM, G",Running to the trash house,-17.82771,25.13744,No Rain,Lodge,-,0,No,Cultivated (lawn),-,-,29,Yes,15,,,,,,-,-,-,-,-,-,-,-,"Most of them are sub adults, no pups. BM34916 not seen but signal",,,,,,,
,WPLAT060517,6-May-17,9:30,WPLA,LP  ,"Crossing road to bush, butwent back to houses",-17.79708,25.15765,No Rain,Undeveloped,-,10,No,Heavily degraded,-,-,10,No,10,1,,,,BM38516; BM39016; BM40017,-,-,-,-,-,-,-,-,BM39016 and BM40017 from WA with WPLAT now! Or WPLAT with WA,1,WA/WPLAT,,,,,
,KWA060517,6-May-17,10:00,KWA,LP  ,at CITF,-17.7965,25.21235,No Rain,Undeveloped,-,0,No,Buildings,-,-,10,No,25,4+ ,,,,BM37216,-,-,-,-,-,-,-,-,"No pups, most sub-adults. Slim but healthy. 4 Sub adults playing and two mating. BM40217 not seen but signal",,,,,,,
,MOW060516,6-May-17,10:24,MOW,LP  ,Next to trach house in lodge,-17.78235,25.1596,No Rain,Lodge,-,0,No,Slightly degraded,-,-,16,No,10,4+ ,,,,BM41017,-,-,-,-,-,-,-,-,Individual with RC and  no ear tag. Isa found RC 148.819 (put on 24 February 2017) from BM40917 ,,,,,,,
,WDL080517,8-May-17,8:45,WDL,"LP, NG","Behind goverment houses (fancy houses), oposite Travel Lodge",-17.81217,25.15636,No Rain,Residential,-,0,Yes,Slightly degraded,-,-,9,No,10,,,,,BM41917,-,-,-,-,-,-,-,-,"Were in bush and in sun on tree trunk, could not count all of them",,,,,,,
,WPLAT080517,8-May-17,9:30,WPLA,"LP, NG",Between houses next to main road,-17.79293,25.16175,No Rain,Undeveloped,-,0,Yes,Heavily degraded,-,-,9,No,,,,,,,-,-,-,-,-,-,-,-,WPALT with WA now? Troop seems healthy. Not seen but signal BM38516 ,,,,,,,
,LIB080817,8-May-17,10:10,LIB,"LP, NG",In yard,-17.79765,25.15296,No Rain,Residential,-,0,Yes,Buildings,-,-,9,No,,4,,,,BM29415; BM40617,-,-,-,-,-,-,-,-,"Seems healthy, Running towards building material",,,,,,,
,MOW080517,8-May-17,11:08,MOW,"LP, NG",In Bush next to street inside Lodge. ,-17.78265,25.16081,No Rain,Lodge,-,0,No,Slightly degraded,-,-,23,Yes,20,4,,,,BM41117,-,-,-,1,Pup with open wound right front next to elbow,-,-,-,Picked a dead mongoose pup from road. Necropsy ID 421117,,,,,,,
,KUBU080517,8-May-17,11:40,KUBU,"LP, NG",Behind building next to main buildings in lodge,-17.79453,25.2342,No Rain,Lodge,-,0,No,Heavily degraded,-,-,4,No,,,,,,BM36616  ,-,-,-,,-,-,-,-,Run into bush and we could not find them any more. Probably went through hole in wall into neighbors house with high walls and closed,,,,,,,
,SEF080517,8-May-17,16:11,SEF,"LP, NG",At main entrance of Haskins,-17.78462,25.17489,No Rain,Undeveloped,-,30,Yes,Heavily degraded,,,35,Yes,25,7+,,,,BM35916; BM32516,-,-,-,,-,-,-,-,"Majority sub-adults, all seem healthy. One individual was eating something that seems to be a peace of old viper, also marking it. Signal for Freq 148.202 (??) and 148.418-.422.  ",,,,,,,
,KWA080517,8-May-17,17:10,KWA,"LP, NG",In Building material behind Pottery house Zanga Phee Farm,-17.796,25.20884,No Rain,Undeveloped,-,5,No,Heavily degraded,Building Material,,8,No,10,4+ ,,,,-,-,-,-,-,-,-,-,-,"Hard to observe in building material, stron signal from 148.74 BM40217",,,,,,,
,LIB090517,9-May-17,10:25,LIB,Kabelo,Opposite Water Lily Lodge,-,-,No Rain,Residential,-,-,No,Buildings,-,-,9,Yes,-,4,,,,-,-,-,-,-,-,-,-,-,"Troop looks healthy, no signs of tb",,,,,,,
,FOR090517,9-May-17,11:15,FOR,Kabelo,at Chobe Marina lodge,-,-,No Rain,Lodge,-,-,No,Buildings,-,-,19,Yes,-,4,,,,BM40117,-,-,-,2,two with front left leg,-,-,-,Foraging and sent marking each others,,,,,,,
,CSL090517,9-May-17,11:45,CSL,Kabelo,"Behind Choppies towards river bank, close to car rental ",-,-,No Rain,Lodge,-,-,No,Buildings,-,-,29,No,-,7,,,,-,1,3,"swollen head and black watering eyes , Tb?",,-,-,-,-,-,,,,,,,
,KWA090517,9-May-17,17:30,KWA,"LP, KB  ",At CTO,-17.7961,25.21127,No Rain,Undeveloped,-,10,No,Heavily degraded,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,"Could not find troop, 148.741 (BM 40217) very strong signal",,,,,,,
,CCH100517,10-May-17,16:20,CCH,"LP, KB  ",Trash house CCH,-17.82755,25.13807,No Rain,Lodge,-,30,No,Buildings,-,-,27,No,15,-,,,,-,2,2,"male with water eyes and swollen lips, sub-adults with standing hair",,,-,-,-,"No ear tag nor RC, troop loocks unhelathy in general, Freq 148.901 (BM34016) strong signal but not seen",,,,,,,
,CSL100517,10-May-17,16:45,CSL,"LP, KB  ",Infront of block from rooms 21-27 (facing river),-17.80665,25.14614,No Rain,Lodge,-,10,No,Buildings,-,-,30,Yes,-,3,,,,BM37716; BM37616,2,3,"Female with swollen nose, BM37716 with swollen nose and testicles, water eye (right eye blind?), slim",1,No right hand,-,-,-,Interacting with vervet monckeys and warthog. Female with missing right hand has been seen since January,,,,,,,
,CSL110517,11-May-17,16:23,CSL,"LP, KB  ",In Bush between Airpord road and Lodge,-17.80732,25.14916,No Rain,Lodge,-,0,No,SLIghtly degraded,-,-,,,-,-,,,,-,-,-,-,-,-,-,-,-,Not seen but strong signal from 148.83 (now 148.817) BM 41317,,,,,,,
,CCH110517,11-May-17,15:11,CCH,"LP, KB  ",At trash hpuse CCH,-17.82758,25.13817,No Rain,Lodge,-,0,No,Heavily degraded,-,-,24,Yes,-,5+,,,,-,-,-,-,3,"2 sub-adult slim and hair standing; 1 sub-adult with very swollen right heel, 1 adult with Bloody scabs arround nose",,,,,,,,,,,
,FOR120517,12-May-17,9:53,FOR,KB,"Chobe Marina Lodge, next to hospital",,,No Rain,Lodge,,,No,Buildings,,,21,No,,,,,,"BM40117, BM37516",,,,1,1 sub-ad with blind left eye,,,,unidentified adult with aparently brown collar,,,,,,,
,LIB120517,12-May-17,10:20,LIB,KB,Behind BTC,-,-,No Rain,Residential,,,No,Buildings,,,13,,,5,,,,"BM40617, BM29415 (??)",,,,,,,,,"Not sure about BM 29415, from FOR in LIB?",,,,,,,
,CSL120517,12-May-17,11:39,CSL,KB,Troops behind choppies mall,-,-,No Rain,Residential,-,-,-,Pristine,,,27,,,7,,,,-,1,,"Adult female, with swollen redish nose, watering black eyes, sneezing",1,SubAdult with front right front cut off leg,,,,"Sick female laying on her stomach for ong time, does not mix qith others",,,,,,,
,WDL120517,12-May-17,16:12,WDL,"LP, KB  ",In yellow house yard #823,-17.80911,25.15614,No Rain,Urban,-,40,No,Buildings,-,-,21,Yes,70,4,,,,BM41917,-,-,-,-,-,-,-,-,Looks healthy,,,,,,,
,CGL150517,15-May-17,10:46,CGL,"LP, KB  ",At staff houses,-17.84292,25.0769,No Rain,Lodge,-,0,No,Heavily degraded,-,-,27,No,-,-,,,,BM33916; BM31816; BM41517,3+,4,"BM33916: left hand smashed, nose full of mucus, sneezes a lot. BM41517 swollen testicles, slim, swollen nose; male with swollen testicles",,,,,,,,,,,,,
,CSL150517,15-May-17,16:00,CSL,"LP, KB  ",At staff kitchen of lodge,-17.82753,25.13804,No Rain,Lodge,-,0,No,Buildings,-,-,15,No,25,2,,,,BM41317; BM38416; BM37716,2,4,"BM38416 water eyes, swollen nose and face. BM37716 watery eyes, swollen nose, slim, limping of the right foot",,,,,,BM38416 has a short tail,,,,,,,
,FOR150517,15-May-17,16:20,FOR,"LP, KB  ",Crossin street to watertank in hospital,-17.80107,25.15068,No Rain,Urban,-,0,No,Buildings,-,-,11,No,30,2,,,,BM40117,1,2,Left eye is white,-,-,-,-,-,More individuals under container,,,,,,,
,LIB150517,15-May-17,16:42,LIB,"LP, KB  ",Crossing from Minestry of Agriculture,-17.79625,25.1546,No Rain,Urban,-,0,No,Buildings,-,-,13,Yes,20,6,,,,BM40617; BM29415,-,-,-,-,-,-,-,-,,,,,,,,
,WPLAT150517,15-May-17,17:09,WPLAT,"LP, KB  ",Kgapamadi Shamukuhi str.,-17.79115,25.79115,No Rain,Urban,-,0,No,Buildings,-,-,4,Yes,10,,,,,BM38516; BM39016   ,-,-,-,-,-,-,-,-,Only 4 adults,,,,,,,
,SEF150517,15-May-17,17:28,SEF,"LP, KB  ",Crossing main road from Seboba Nature and Recreational Park to Sefalana Cash and Carry,-17.7842,25.17425,No Rain,Undeveloped,-,0,No,Buildings,-,-,18,No,-,1,,,,,-,-,-,-,-,-,-,-,"Can note see RC or eartag, den?",,,,,,,
,WDL160517,16-May-17,15:42,WDL,"LP, KB  ",Run from house into bush,-17.80821,25.15298,No Rain,Urban,-,0,No,Buildings,-,-,19,Yes,,4,,,,BM41917,,,,1,Adult limping left leg ,,,,"Troop looks healthy, no signs of tb",,,,,,,
,SEF160517,16-May-17,17:14,SEF,"LP, KB  ",,,,No Rain,Undeveloped,-,0,No,Heavily degraded,-,-,17,No,,,,,,,,,,,,,,,,,,,,,,
,SEF170517,17-May-17,8:22,SEF,"LP, KB  ",on rocks Behind Bidvest Car Rental,-17.788574,25.173959,No Rain,Undeveloped,-,0,No,Heavily degraded,-,-,19,No,20,,,,,,,,,,,,,,"Far away, couldn´t identifye individuals. 200 mts SE is Chobe Farm Troop?",,,,,,,
,CFT170517,17-May-17,8:25,Chobe Farm,"LP, KB  ",on rocks behind prision,-17.790372,25.17795,No Rain,Undeveloped,-,0,No,Heavily degraded,-,-,21,Yes,,4,,,,,,,,,,,,,Run direction Chobe Farm,,,,,,,
,KUBU170517,17-May-17,8:45,KUBU,"LP, KB  ",Crossing road from Bofinet Kazangula to Kazungula Water treatmetn Plant ,-17.79891,25.22994,No Rain,Undeveloped,-,0,No,Slightly degraded,,,21,Yes,20,5,,,,BM36616  ,1,1,Sub Ad hair standing,1,adult limping left hand,,,,"Individual with RC and no ear tag, could be BM35716 or BM 30315",,,,,,,
,PLAT170517,17-May-17,9:18,PLAT,"LP, KB  ",on field between houses,-17.79912,25.15875,No Rain,Urban,-,0,No,Heavily degraded,,,33,Yes,,6,,,,BM33116; BM41817,,,,,,,,,Freq 148.920 has low and fast signal ,,,,,,,
,MOW170517,17-May-17,9:59,MOW,"LP, KB  ","Education Center, behinf Junior School",-17.78457,25.16758,No Rain,Urban,-,0,Yes,Buildings,,,,,,,,,,,1,,Female with swollen nose and face,,,2,,,Feces: MOW 17.05.17. Freq 148.290 not found. Freq 148.139 not found,,,,,,,
,KUBU190517,19-May-17,10:11,KUBU,"LP, KB, KW ",In bush next to Botswana Lodge,-17.79411,25.23474,No Rain,Undeveloped,,25,No,Heavily deg.,,,5,No,,,,,,BM38016; BM36616,1,,Adut with standing hair,,,,,,Saw BM38016 seems healthy; BM36616 in bush; 1 adult with standing hair; more individuals in bush,,,,,,,
,KWA190517,19-May-17,10:55,KWA,"LP, KB, KV",behind kwalape in house yard,-17.80085,25.21007,No Rain,Residential,,50,No,Buildings,Hole in Ground,,22,,,,,,,BM40217,1,,"Adult skinny with standing hair, lost hair on base of tail",,,,,,BM40217 signal but not seen; 1 adult very skinny with standing hair seemingly lost hair on tail ran into bush of yard,,,,,,,
,CGL220517,22-May-17,9:57,CGL,"LP, KB",CGL YET,-17.84021,25.07505,No Rain,Lodge,,,,Heavily degraded,,,27,Yes,,,,,,"BM41617, BM41517, BM31816",3,,"Adult with swollen nose, Adult with brown/red belt (??) with swollen nose, dark black watery eyes, BM41517 swollen nose, watery eyes, swolen testicles",,,,,,Freq 148.379 seen but not working,,,,,,,
,TWA240517,24-May-17,8:00,Tawana,"LP, KB","Front of Tawanas Place, Kazangula",-17.80681,25.24691,No Rain,Urban,,0,No,Buildings,,,7,NO,-,-,,,,-,-,-,-,-,-,-,-,-,Could here more individuals in bush. Seven run behind a house ,,,,,,,
,KUBU240517,24-May-17,10:32,KUBU,"LP, KB, KV",Next to Bakwena Lodge,-17.79481,25.23433,No Rain,Urban,,0,No,Heavily degraded,,,19,No,,,,,,BM36616  ,,,,,,,,,Run very fast into bush,,,,,,,
,KWA240517,24-May-17,10:59,KwA,"LP,KB, KV",AT POOL IN BRIDGETOWN,-17.79438,25.207,No Rain,Lodge,,0,No,Buildings,,,11,No,,4,,,,BM40217,1,,"Sub Adult with swollen nose, watery eyes, hair standing",,,,,,Couldent see individual with RC,,,,,,,
,MOW240517,24-May-17,11:43,MOW,"LP,KB",In bush left from Flame of African ,-17.78131,25.16174,No Rain,Lodge,,0,No,Slightly degraded,,,,,,,,,,BM41017,,,,,,,,,,,,,,,,
,WA240517,24-May-17,12:06,WA,"LP, KB",BEHIND BUS RANK(SCRAP YARD,-17.7972,25.15772,No Rain,Urban,,0,Yes,Heavily degraded,,,15,,,,,,,"BM39016, BM28915",,,,,,,,,"Freq 148.109 seen but not working, Left organge and RC no identifiable",,,,,,,
,FOR260517,26-May-17,15:51,FOR,"LP, KB",At trash house in hospital,-17.80135,25.15008,No Rain,Urban,,0,No,Buildings,,,21,,10,2,,,,"BM40117, red belt?",1,,"Adult with swollen nose and face, watery eyes",,,,,,Red belt?,,,,,,,
,PLAT260517,26-May-17,16:29,PLAT,"LP, KB",At incinerator of Palteau hospital,-17.79968,25.1605,No Rain,Residential,,0,No,Buildings,,,29,No,25,7,,,,"BM42917; BM43017, BM41817",1,,Adult with swollen testicles,1,Sub Adult with injured right leg,,,,"BM42917 and 43917 were captured in the morning around 11 am, are still dizzy ",,,,,,,
,KWA290517,29-May-17,8:45,KWA,KB,Behind C.T.O.,,,No Rain,Residential,,,Yes,Buildings,,,17,Yes,,3+,,,,,,,,1,Adult female limping back left leg,,,,,,,,,,,
,MOW290517,29-May-17,9:25,MOW,KB,By trashouse of lodge,-17.782618,25.159855,No Rain,Lodge,,,Yes,Buildings,,,27,Yes,,,,,,,,,,,,,,,"Not easy to see, are under firewood",,,,,,,
,CGL300517,30-May-17,10:57,CGL,"LP, KB",In bush between deck and lodge,-17.84041,25.0781,No Rain,Lodge,,0,Yes,Slightly degraded,,,,,,,,,,,,,,,,,,,"SW from GPS point, troop not seen",,,,,,,
,FOR300517,30-May-17,13:29,FOR,KB,"Troop between primary school and House opposite R.A.C., in Newtown",-17.80009,25.15289,No Rain,Residential,,,No,Pristine,,,25,No,,4,,,,BM40117 ,,,,,,,,,Troop loocks healthy ,,,,,,,
,CSL020617,2-Jun-17,9:19,CSL,KB,At Forestry behind The Ochard,-17.80355,25.80355,No Rain,Residential,,,Yes,Buildings,,,21,No,,4,,,,"BM41317, BM37416  ",1,,"Adult male, skinny, swollen testicles and face. Satnding hair and black wounds on tip of nose",,,,,,red right eartag no identifiable,,,,,,,
,FOR020617,2-Jun-17,10:32,FOR,KB,In yard behind forestry,-17.80142,25.15077,No Rain,Residential,,,Yes,Buildings,,,27,No,,5,,,,"BM40117, BM37516",,,,1,Adult female with left blind eye,,,,,,,,,,,
,LIB020617,2-Jun-17,11:05,LIB,KB,"Behind Ron´s buchery, lying by the store-room, outside",-17.79771,25.15499,No Rain,Residential,,,Yes,Buildings,,,9,Yes,,3,,,,"BM40617, BM29415",,,,,,,,,,,,,,,,
,MOW020617,2-Jun-17,12:15,MOW,"LP, KV, SM",Crossing Road from MOW to School,-17.7834,25.16582,No Rain,Lodge,,0,No,Buildings,,,23,Yes,,2,,,,BM33616 ,,,,,,,,,Two dead juveniles next to road,,,,,,,
,FOR050617,5-Jun-17,9:27,FOR,KB,"Troop beheind Roabs department, by someone´s house (white goverment staff houe)",-17.80131,25.15107,No Rain,Residential,,,No,Buildings,,,17,No,,3,,,,BM40117,3,,3 juvenile with hair standing and slim,,,,,,,,,,,,,
,PLAT050617,5-Jun-17,10:00,PLAT,KB,"Troop at R.A.C., by parking lot",-17.79844,25.15453,No Rain,,,,,,,,27,Yes,,,,,,"BM42917, BM43017, BM33116",,,,1,"Sub adult limping, skinny",,,,,,,,,,,
,LIB050617,5-Jun-17,17:00,LIB,"LP, TS, KV",Botsheld of B.T.C.,-17.79846,25.15453,No Rain,Residential,,0,No,Buildings,,,9,Yes,10,2,,,,"BM29415, BM40617",1,,BM 40617 Swollen testicles,,,,,,,,,,,,,
,CSL050617,5-Jun-17,18:00,CSL,"LP, TS, KV",Privat parking fire assembly spot,-17.80731,25.14645,No Rain,Lodge,,0,No,Buildings,,,26,Yes,20,3+,,,,"BM37416, BM41317, BM38416, ",1,,Sub Ad hair standing,,,,,,Juve left red eartag?,,,,,,,
,PLAT060617,6-Jun-17,10:20,PLAT,"LP, CM, SG",In bush between hauses,-17.8004,25.1576,No Rain,Residential,,80,No,Buildings,,,13,No,50,4,,,,,,,,,,,,,No RC or eartags seen,,,,,,,
,WLD070617,7-Jun-17,11:23,WDL,"LP, CM, KB",Backyard of house CHDC/KS/129,-17.81169,25.15503,No Rain,Residential,,100,Yes,Buildings,,,22,Yes,150,1+,,,,BM41917,3,,"2 sub-Adult skinny, 1 adult with swollen testicles",,,,,,"Troop split in two, second part was at green container (-17.81985; 25.15492)",,,,,,,
,LIB070615,7-Jun-17,12:05,LIB,"LP, CM, KB",at markedplace behind Shell filling station,-17.79615,25.15416,No Rain,Urban,,10,No,Buildings,,,9,Yes,,4,,,,"BM40617, BM29415",,,,,,,,,Cant see where the other part of the troop is. ,,,,,,,
,FOR070617,7-Jun-17,12:32,FOR,"LP, CM, KB",in den below building,-17.80177,25.15077,No Rain,Urban,,10,No,Buildings,,,,,,,,,,,,,,,,,,,In den ,,,,,,,
,CSL070617,7-Jun-17,12:54,CSL,"LP, CM, KB",By buildinmaterial in lodge,-17.80743,25.14647,No Rain,Lodge,,10,No,Buildings,,,30,No,,1+,,,,BM41317,,,,,,,,,Female with missing right hand seems healthy,,,,,,,
,KUBU080617,8-Jun-17,8:23,KUBU,"LP, KB",Crossing road in front of Kubu lodge main entrance,-17.79795,25.22806,No Rain,Undeveloped,,0,No,Heavily degraded,Building Material,,23,Yes,,5,,,,"BM36616, BM38216",,,,,,,,,Saw two with RC. Where denning at -17.79782; 25.22806,,,,,,,
,SEF080617,8-Jun-17,9:16,SEF,"LP, KB",Next to Sefalana Cash and carry,-17.78483,25.17426,No Rain,Undeveloped,,0,Yes,Heavily degraded,,,22,Yes,,,,,,BM42817,,,,,,,,,Two adults maiting. Troop split in two. IBM42817 is from Chobe farm troop. Could not see individual with RC and signal is not good.,,,,,,,
,CCH080617,8-Jun-17,10:05,CCH,"LP, KB",In bush infront of Chobe Chiwlero Lodge,-17.82847,25.13948,No Rain,National Park,,0,Yes,Pristine,,,46,Yes,,1+,,,,,,,,1,Sub adult limping left hand,,,,,,,,,,,
,WDL080617,8-Jun-17,16:06:00 AM,WDL,LP. KV,In bush nex to Upper Rd.,-17.81199,25.15864,No Rain,Undeveloped,,70,Yes,Slightly degraded,,,,,,,,,,,,,,,,,,,Aprox 100 mt N from GPS point,,,,,,,
,KUBU090617,9-Jun-17,10:22,KUBU,"LP, KB, ES, TS, CM",,-17.79705,25.22722,No Rain,Lodge,,0,No,Heavily degraded,,,27,No,,,,,,"BM36616, BM35716, BM35216",,,,1,Adult with right hand limping,,,,,,,,,,,
